kind,legacy_name,openmu_or_plugin,parity_status,notes
OPENMU_TABLE,config.PlugInConfiguration,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.PowerUpDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.PowerUpDefinitionValue,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.QuestDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.QuestItemRequirement,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.QuestMonsterKillRequirement,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.QuestReward,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.Rectangle,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.SimpleCraftingSettings,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.Skill,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.SkillCharacterClass,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.SkillComboDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.SkillComboStep,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.StatAttributeDefinition,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.SystemConfiguration,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,config.WarpInfo,OpenMU EF world config (dbo Takumi n/a),n/a-openmu-world,Cấu hình MU OpenMU; Takumi chỉ có file INI/Data — dbo không tương đương.
OPENMU_TABLE,data.Account,MEMB_INFO (+ promote staging),in_progress,Đích Gate2; không ghi đè Takumi MSSQL trong staging.
OPENMU_TABLE,data.AccountCharacterClass,DefaultClassType / vault unlock,deferred,
OPENMU_TABLE,data.AppearanceData,,deferred,data.AppearanceData — OpenMU EF snapshot; đối chiếu legacy MSSQL
OPENMU_TABLE,data.Character,dbo.Character,in_progress,Chữ lý Takumi EF promote.
OPENMU_TABLE,data.CharacterDropItemGroup,,deferred,data.CharacterDropItemGroup — OpenMU EF snapshot; đối chiếu legacy MSSQL
OPENMU_TABLE,data.CharacterQuestState,QuestKillCount QuestWorld,deferred,
OPENMU_TABLE,data.Item,decode Character.Inventory vault …,deferred,
OPENMU_TABLE,data.ItemAppearance,,deferred,data.ItemAppearance — OpenMU EF snapshot; đối chiếu legacy MSSQL
OPENMU_TABLE,data.ItemAppearanceItemOptionType,,deferred,data.ItemAppearanceItemOptionType — OpenMU EF snapshot; đối chiếu legacy MSSQL
OPENMU_TABLE,data.ItemItemOfItemSet,,deferred,data.ItemItemOfItemSet — OpenMU EF snapshot; đối chiếu legacy MSSQL
OPENMU_TABLE,data.ItemOptionLink,,deferred,data.ItemOptionLink — OpenMU EF snapshot; đối chiếu legacy MSSQL
OPENMU_TABLE,data.ItemStorage,inventory + warehouse paths,in_progress,Blob MSSQL parsers.
OPENMU_TABLE,data.LetterBody,T_FriendMail,deferred,
OPENMU_TABLE,data.LetterHeader,T_FriendMail / mail,deferred,
OPENMU_TABLE,data.MiniGameRankingEntry,,deferred,data.MiniGameRankingEntry — OpenMU EF snapshot; đối chiếu legacy MSSQL
OPENMU_TABLE,data.QuestMonsterKillRequirementState,,deferred,data.QuestMonsterKillRequirementState — OpenMU EF snapshot; đối chiếu legacy MSSQL
OPENMU_TABLE,data.SkillEntry,skill bar legacy,deferred,
OPENMU_TABLE,data.StatAttribute,stats str/dex...,deferred,
OPENMU_TABLE,friend.Friend,T_Friend*,deferred,Friend MU legacy không 1:1 EF friend schema
OPENMU_TABLE,guild.Guild,dbo.Guild + GuildMember,todo,Nguồn MSSQL Takumi guild.*
OPENMU_TABLE,guild.GuildMember,dbo.Guild + GuildMember,todo,Nguồn MSSQL Takumi guild.*
HEURISTIC_VERIFY,CardPhone,Takumi không trong dbo bak,wontfix-bak,Chỉ C++; bỏ qua restore hiện tại.
HEURISTIC_VERIFY,CHARACTER,dbo.Character,resolved,Casing đã chuẩn Character.
HEURISTIC_VERIFY,EventInventory,plugin/EventInventory không trong bak,wontfix-bak,Nếu cần bảng tay plugin.
HEURISTIC_VERIFY,memb_info,MEMB_INFO,resolved,Chuẩn SQL Server dbo.MEMB_INFO.
HEURISTIC_VERIFY,MuRummyCard,plugin Season rummy,deferred,Không có trong snapshot.
HEURISTIC_VERIFY,MuRummyData,plugin Season rummy,deferred,
HEURISTIC_VERIFY,MuunInventory,plugin Muun slots,deferred,
HEURISTIC_VERIFY,PcPointData,cash shop pts plugin,deferred,
HEURISTIC_VERIFY,PentagramJewel,pentagram jewels plugin,deferred,
HEURISTIC_VERIFY,PShopItemValue,personal shop plugin,deferred,
HEURISTIC_VERIFY,SNSData,social SN plugin,deferred,
